Time, RightEyeX, RightEyeY, RightEyeZ, LeftEyeX, LeftEyeY, LeftEyeZ, HeadX, HeadY, HeadZ, RightEye00, RightEye01, RightEye02, RightEye03, RightEye10, RightEye11, RightEye12, RightEye13, RightEye20, RightEye21, RightEye22, RightEye23, RightEye30, RightEye31, RightEye32, RightEye33, LeftEye00, LeftEye01, LeftEye02, LeftEye03, LeftEye10, LeftEye11, LeftEye12, LeftEye13, LeftEye20, LeftEye21, LeftEye22, LeftEye23, LeftEye30, LeftEye31, LeftEye32, LeftEye33, Head00, Head01, Head02, Head03, Head10, Head11, Head12, Head13, Head20, Head21, Head22, Head23, Head30, Head31, Head32, Head33, Camera00, Camera01, Camera02, Camera03, Camera10, Camera11, Camera12, Camera13, Camera20, Camera21, Camera22, Camera23, Camera30, Camera31, Camera32, Camera33, eyeBlinkLeft, eyeLookDownLeft, eyeLookInLeft, eyeLookOutLeft, eyeLookUpLeft, eyeSquintLeft, eyeWideLeft, eyeBlinkRight, eyeLookDownRight, eyeLookInRight, eyeLookOutRight, eyeLookUpRight, eyeSquintRight, eyeWideRight, lookAtPoint0, lookAtPoint1, lookAtPoint2
224314.786623791, 15.582057, 0.8203005, 0.22874612, 12.19107, 0.8459281, 0.18275087, 6.6752687, -2.9176993, 0.99884146,  0.9632544, -0.0039919526, -0.26856098, 0.0, 0.0, 0.9998895, -0.01486259, 0.0, 0.26859063, 0.014316455, 0.963148, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.97745377, -0.003189251, -0.21112536, 0.0, 0.0, 0.9998859, -0.015104235, 0.0, 0.21114944, 0.014763692, 0.9773423, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9929669, -0.017409591, -0.117105626, 0.0, 0.023229875, 0.99855196, 0.04852243, 0.0, 0.11609135, -0.050901454, 0.9919335, 0.0, 0.015498561, 0.087670654, -0.38954479, 1.0, 0.99838924, 0.03913942, -0.041075237, 0.0, -0.032564692, 0.98814255, 0.15004672, 0.0, 0.046460982, -0.14846733, 0.98782545, 0.0, 0.0, 0.0, 0.0, 1.0, 1.2357466e-10, 0.0, 0.0, 0.34827772, 0.034617674, 0.19638544, 0.6499141, 1.088118e-11, 0.0, 0.44515476, 0.0, 0.0340638, 0.19660695, 0.6504292, 0.24438211, 0.04847276, 1.0130546
224314.803316833, 15.92103, 0.85700953, 0.2444551, 12.550893, 0.88422894, 0.19684443, 7.007099, -2.8956895, 1.0556734,  0.9616495, -0.004266056, -0.27424836, 0.0, 0.0, 0.99987906, -0.015553567, 0.0, 0.27428153, 0.01495708, 0.9615332, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9761091, -0.0034351673, -0.21725367, 0.0, 0.0, 0.999875, -0.015809802, 0.0, 0.21728082, 0.015432093, 0.97598714, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.99224925, -0.018400412, -0.12289521, 0.0, 0.024447884, 0.9985539, 0.047884665, 0.0, 0.12183658, -0.050517797, 0.9912639, 0.0, 0.014003717, 0.08840351, -0.3894268, 1.0, 0.9982416, 0.03840241, -0.045159813, 0.0, -0.031196455, 0.9880936, 0.15065934, 0.0, 0.05040801, -0.14898533, 0.9875539, 0.0, 0.0, 0.0, 0.0, 1.0, 1.1372676e-10, 0.0, 0.0, 0.35855347, 0.03623491, 0.20114928, 0.6538997, 1.00140365e-11, 0.0, 0.4548343, 0.0, 0.035647586, 0.20137025, 0.65441865, 0.25157082, 0.04925827, 1.0161543
224314.820009833, 15.394515, 0.98242575, 0.27048865, 12.004482, 1.0124235, 0.21526782, 7.520451, -2.8243349, 1.1797205,  0.96413153, -0.004720206, -0.2653828, 0.0, 0.0, 0.9998418, -0.017783592, 0.0, 0.26542476, 0.017145723, 0.96397907, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9781382, -0.0037565366, -0.2079218, 0.0, 0.0, 0.99983686, -0.018064117, 0.0, 0.20795573, 0.017669203, 0.97797865, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.99105537, -0.020563541, -0.13185805, 0.0, 0.026858982, 0.99857354, 0.046145204, 0.0, 0.13072109, -0.049273983, 0.990194, 0.0, 0.010742315, 0.088950284, -0.38927498, 1.0, 0.9978787, 0.03672427, -0.053755887, 0.0, -0.028217984, 0.98809695, 0.15122248, 0.0, 0.058669608, -0.1493847, 0.98703706, 0.0, 0.0, 0.0, 0.0, 1.0, 1.04663646e-10, 0.0, 0.0, 0.34293082, 0.041402157, 0.2033237, 0.6558281, 9.215998e-12, 0.0, 0.43977693, 0.0, 0.040759142, 0.20354737, 0.6563412, 0.24141178, 0.051487535, 1.0149559
224314.836702833, 14.823088, 0.922293, 0.24406591, 11.409112, 0.9495243, 0.19160534, 8.050721, -2.581005, 1.2352828,  0.96672916, -0.004259189, -0.25576675, 0.0, 0.0, 0.9998614, -0.016650323, 0.0, 0.25580218, 0.016096354, 0.9665952, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98024523, -0.0033436785, -0.19775781, 0.0, 0.0, 0.9998571, -0.016905531, 0.0, 0.19778606, 0.016571566, 0.98010516, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9897786, -0.021536216, -0.14097829, 0.0, 0.02765066, 0.99875367, 0.04155861, 0.0, 0.13990763, -0.0450318, 0.9891402, 0.0, 0.0072457576, 0.08914925, -0.38907918, 1.0, 0.9974181, 0.03496611, -0.06272748, 0.0, -0.025147708, 0.9882151, 0.15099297, 0.0, 0.067268014, -0.14902553, 0.9865428, 0.0, 0.0, 0.0, 0.0, 1.0, 9.632279e-11, 0.0, 0.0, 0.32592922, 0.03874647, 0.20400968, 0.65651536, 8.481557e-12, 0.0, 0.42346066, 0.0, 0.038161494, 0.20423229, 0.6570269, 0.23024906, 0.0502401, 1.0127617
224314.853395875, 13.906814, -0.009770647, -0.0024192238, 10.437557, -0.00863888, -0.0015913856, 8.444851, -2.3615632, 1.2183291,  0.97068787, 4.2223415e-05, -0.24034345, 0.0, 0.0, 0.99999994, 0.00017567948, 0.0, 0.24034345, -0.00017052995, 0.97068787, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98345286, 2.7774913e-05, -0.1811638, 0.0, 0.0, 0.99999994, 0.0001533138, 0.0, 0.1811638, -0.0001507769, 0.98345286, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9888055, -0.021244192, -0.14769082, 0.0, 0.027081696, 0.9989248, 0.03762689, 0.0, 0.14673264, -0.041205384, 0.98831755, 0.0, 0.005153907, 0.089397416, -0.3880493, 1.0, 0.99715924, 0.034067422, -0.06717875, 0.0, -0.023610579, 0.9882946, 0.15071927, 0.0, 0.07152699, -0.148705, 0.98629147, 0.0, 0.0, 0.0, 0.0, 1.0, 8.864663e-11, 0.0002509781, 0.0, 0.29821584, 0.0, 0.19523928, 0.6567208, 7.805645e-12, 0.00028759122, 0.39733747, 0.0, 0.0, 0.19545259, 0.657223, 0.21130936, 0.033054397, 1.0040808
224314.870088875, 14.201648, -0.015947089, -0.004035722, 10.741985, -0.014991225, -0.0028440007, 9.013963, -2.1205053, 1.2797248,  0.96943825, 7.0436625e-05, -0.24533524, 0.0, 0.0, 0.99999994, 0.00028710355, 0.0, 0.24533524, -0.0002783292, 0.96943825, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9824764, 4.9637172e-05, -0.18638659, 0.0, 0.0, 0.99999994, 0.00026631297, 0.0, 0.18638659, -0.00026164623, 0.9824764, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.98727465, -0.022318263, -0.15745206, 0.0, 0.027853297, 0.9990661, 0.03303639, 0.0, 0.1565679, -0.03700135, 0.98697406, 0.0, 0.0013060404, 0.08948391, -0.38736337, 1.0, 0.99660045, 0.032110512, -0.075874545, 0.0, -0.020430824, 0.9884788, 0.14997596, 0.0, 0.07981637, -0.14791569, 0.98577416, 0.0, 0.0, 0.0, 0.0, 1.0, 8.1582206e-11, 0.00043596028, 0.0, 0.30691382, 0.0, 0.1878441, 0.6559802, 7.183598e-12, 0.00046999493, 0.40576127, 0.0, 0.0, 0.18807301, 0.65645456, 0.21678376, 0.032941535, 1.0045649
224314.886781916, 13.670797, -0.592925, -0.14421654, 10.179216, -0.60692185, -0.108973034, 9.735368, -1.8764113, 1.2600796,  0.9716728, 0.0025169158, -0.23631684, 0.0, 0.0, 0.9999432, 0.010649993, 0.0, 0.23633026, -0.010348309, 0.9716176, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9842616, 0.0019018303, -0.17670755, 0.0, 0.0, 0.99994206, 0.010761963, 0.0, 0.17671779, -0.010592586, 0.98420453, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.98523927, -0.021978978, -0.16976658, 0.0, 0.02720948, 0.9992223, 0.028545959, 0.0, 0.16900714, -0.032743704, 0.9850708, 0.0, -0.0029348317, 0.089675784, -0.38617593, 1.0, 0.9959572, 0.030181617, -0.08460837, 0.0, -0.017261177, 0.98861516, 0.14947404, 0.0, 0.08815654, -0.14740917, 0.98513913, 0.0, 0.0, 0.0, 0.0, 1.0, 7.508076e-11, 0.017617911, 0.0, 0.2908182, 0.0, 0.18082999, 0.65456146, 6.611123e-12, 0.017434604, 0.39057282, 0.0, 0.0, 0.18104555, 0.65500444, 0.20594549, 0.022552269, 0.9996569
224314.903474958, 13.299508, -0.52389, -0.1238357, 9.797425, -0.5356824, -0.092502184, 10.312965, -1.728063, 1.1561276,  0.9731831, 0.0021612484, -0.23002161, 0.0, 0.0, 0.99995583, 0.009395434, 0.0, 0.23003176, -0.009143478, 0.9731402, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9854168, 0.0016143963, -0.1701501, 0.0, 0.0, 0.99995494, 0.009487644, 0.0, 0.17015778, -0.009349285, 0.9853725, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9835355, -0.020167692, -0.17958695, 0.0, 0.0252483, 0.99934196, 0.0260506, 0.0, 0.17894346, -0.030155815, 0.9833973, 0.0, -0.0056308177, 0.09000564, -0.38608605, 1.0, 0.9955807, 0.029355347, -0.08920602, 0.0, -0.015765553, 0.98865277, 0.14939027, 0.0, 0.09257927, -0.14732352, 0.9847462, 0.0, 0.0, 0.0, 0.0, 1.0, 6.909742e-11, 0.015531716, 0.0, 0.27991405, 0.0, 0.17566164, 0.6541298, 6.08427e-12, 0.01538076, 0.37996975, 0.0, 0.0, 0.17584822, 0.65455246, 0.19920406, 0.023827795, 0.9993691
224314.920167958, 13.209462, -0.47446215, -0.11136535, 9.704974, -0.4849186, -0.08293094, 11.084195, -1.4169512, 1.0128764,  0.973543, 0.0019436241, -0.22849557, 0.0, 0.0, 0.9999638, 0.008505871, 0.0, 0.22850382, -0.008280831, 0.9735078, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98568976, 0.0014473654, -0.1685627, 0.0, 0.0, 0.9999631, 0.008586194, 0.0, 0.1685689, -0.008463325, 0.9856535, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9811083, -0.017671702, -0.19265024, 0.0, 0.022100601, 0.9995381, 0.020864481, 0.0, 0.19219248, -0.024727942, 0.98104566, 0.0, -0.010413091, 0.09000908, -0.3853537, 1.0, 0.994687, 0.028188437, -0.09901101, 0.0, -0.013142816, 0.9886831, 0.14944237, 0.0, 0.10210302, -0.1473471, 0.98380077, 0.0, 0.0, 0.0, 0.0, 1.0, 6.359091e-11, 0.014055963, 0.0, 0.27727494, 0.0, 0.1725235, 0.65499866, 5.599402e-12, 0.013924467, 0.3774, 0.0, 0.0, 0.17268938, 0.6553838, 0.19757912, 0.024721775, 0.9993214
224314.936860958, 12.171689, -0.24682392, -0.05323739, 8.635848, -0.25104082, -0.038126897, 11.846486, -1.258456, 0.9507293,  0.9775205, 0.000929159, -0.21083783, 0.0, 0.0, 0.9999903, 0.0044069416, 0.0, 0.21083985, -0.0043078763, 0.9775111, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98866284, 0.0006654335, -0.15015103, 0.0, 0.0, 0.9999902, 0.0044317176, 0.0, 0.1501525, -0.0043814746, 0.9886532, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9784916, -0.016588591, -0.2056186, 0.0, 0.020747283, 0.9996211, 0.018085362, 0.0, 0.20524062, -0.021962434, 0.97846496, 0.0, -0.015326916, 0.09016602, -0.38485804, 1.0, 0.9935642, 0.027690262, -0.109833226, 0.0, -0.011010244, 0.9886766, 0.1496569, 0.0, 0.11273351, -0.14748451, 0.98261863, 0.0, 0.0, 0.0, 0.0, 1.0, 5.852323e-11, 0.0072548436, 0.0, 0.2467361, 0.0, 0.17035633, 0.660189, 5.1531748e-12, 0.0072142845, 0.34775925, 0.0, 0.0, 0.1705023, 0.66049093, 0.1786585, 0.028848805, 0.9975089
224314.953554041, 10.858878, -0.9472267, -0.18169329, 7.2735105, -0.9647936, -0.12313355, 12.217433, -1.0809394, 0.9343436,  0.98209906, 0.003170707, -0.18833819, 0.0, 0.0, 0.99985826, 0.016832791, 0.0, 0.18836488, -0.016531471, 0.98195994, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.99195534, 0.0021487793, -0.12656981, 0.0, 0.0, 0.9998559, 0.016974581, 0.0, 0.12658805, -0.016838029, 0.9918124, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.97715634, -0.016303744, -0.21189472, 0.0, 0.019929044, 0.999689, 0.014984216, 0.0, 0.2115845, -0.018864831, 0.97717756, 0.0, -0.018279325, 0.09024085, -0.38432926, 1.0, 0.99288046, 0.027658135, -0.11585909, 0.0, -0.0100318305, 0.98862934, 0.15003745, 0.0, 0.11869139, -0.14780703, 0.9818683, 0.0, 0.0, 0.0, 0.0, 1.0, 5.38594e-11, 0.027789101, 0.0, 0.20778492, 0.0, 0.16556677, 0.6624019, 4.742508e-12, 0.027556958, 0.31021073, 0.0, 0.0, 0.16569073, 0.6626873, 0.15435259, 0.01666372, 0.99187106
224314.970247, 10.836273, -1.1662722, -0.22322705, 7.246826, -1.1881882, -0.15107857, 12.985201, -1.0386306, 0.91770244,  0.9821758, 0.0038952301, -0.18792383, 0.0, 0.0, 0.99978524, 0.020723255, 0.0, 0.18796419, -0.020353882, 0.98196495, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9920154, 0.0026362482, -0.12608933, 0.0, 0.0, 0.99978155, 0.020903213, 0.0, 0.12611689, -0.020736309, 0.9917987, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.97423804, -0.016013613, -0.22495341, 0.0, 0.0196791, 0.99970746, 0.014062017, 0.0, 0.22466245, -0.01812653, 0.97426814, 0.0, -0.023892142, 0.090675466, -0.3841217, 1.0, 0.991185, 0.028139293, -0.1294632, 0.0, -0.008340092, 0.9884984, 0.15100174, 0.0, 0.13222326, -0.1485908, 0.9800194, 0.0, 0.0, 0.0, 0.0, 1.0, 4.956724e-11, 0.034221515, 0.0, 0.20700738, 0.0, 0.16253094, 0.66338295, 4.364568e-12, 0.03392686, 0.30954286, 0.0, 0.0, 0.16265093, 0.663661, 0.15377167, 0.012853589, 0.9909715
224314.98694, 12.381295, -0.6844015, -0.1502373, 8.847916, -0.69891673, -0.10879378, 13.890322, -1.282619, 0.94185466,  0.9767456, 0.0026219455, -0.21438514, 0.0, 0.0, 0.9999252, 0.012229157, 0.0, 0.21440116, -0.0119447755, 0.9766726, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9881018, 0.0018986671, -0.15378904, 0.0, 0.0, 0.99992377, 0.012344978, 0.0, 0.15380076, -0.012198095, 0.9880265, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9705376, -0.016433608, -0.24038874, 0.0, 0.021329803, 0.99961454, 0.017780595, 0.0, 0.24000394, -0.022384053, 0.97051394, 0.0, -0.030203559, 0.0912816, -0.38444385, 1.0, 0.9890061, 0.029212654, -0.14496115, 0.0, -0.0069751116, 0.9884176, 0.15159917, 0.0, 0.14771086, -0.14892122, 0.9777547, 0.0, 0.0, 0.0, 0.0, 1.0, 4.5617128e-11, 0.020209515, 0.0, 0.2527786, 0.0, 0.16141105, 0.6653265, 4.016747e-12, 0.0200199, 0.35372564, 0.0, 0.0, 0.16152848, 0.66564304, 0.18224108, 0.021066448, 0.9969245
224315.003633, 14.75001, -0.29407877, -0.07742414, 11.31719, -0.30094326, -0.06022799, 14.384792, -1.4874806, 0.97980535,  0.9670468, 0.0013512879, -0.25459516, 0.0, 0.0, 0.99998593, 0.0053075203, 0.0, 0.25459874, -0.00513262, 0.96703315, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9805563, 0.001051162, -0.19623482, 0.0, 0.0, 0.99998564, 0.005356577, 0.0, 0.19623762, -0.005252426, 0.9805423, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.96839744, -0.017094234, -0.2488264, 0.0, 0.023011811, 0.99951696, 0.020892914, 0.0, 0.24834912, -0.025958518, 0.9683229, 0.0, -0.033327863, 0.09150513, -0.38486457, 1.0, 0.98776823, 0.029846013, -0.15304671, 0.0, -0.0063296193, 0.9883765, 0.15189478, 0.0, 0.1558013, -0.14906803, 0.9764757, 0.0, 0.0, 0.0, 0.0, 1.0, 4.198181e-11, 0.008768878, 0.0, 0.32334372, 0.0, 0.16125204, 0.66819304, 3.6966446e-12, 0.008688568, 0.42142314, 0.0, 0.0, 0.16137163, 0.6685763, 0.22765008, 0.027839044, 1.0078831
224315.020326083, 15.3050375, -0.2917626, -0.07984439, 11.894233, -0.2988898, -0.06295423, 15.329908, -1.7530272, 0.96264523,  0.9645351, 0.001393529, -0.26395077, 0.0, 0.0, 0.99998605, 0.0052794297, 0.0, 0.26395443, -0.0050921957, 0.9645217, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9785303, 0.0010987433, -0.20609996, 0.0, 0.0, 0.99998575, 0.0053310427, 0.0, 0.20610288, -0.005216587, 0.9785164, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9641476, -0.016792675, -0.26483482, 0.0, 0.024289206, 0.999391, 0.025057059, 0.0, 0.26425278, -0.03059132, 0.9639683, 0.0, -0.03956431, 0.09178818, -0.3848849, 1.0, 0.9850866, 0.030959427, -0.16925092, 0.0, -0.004826509, 0.9882636, 0.15268207, 0.0, 0.1719915, -0.14958817, 0.97367465, 0.0, 0.0, 0.0, 0.0, 1.0, 3.86362e-11, 0.008727076, 0.0, 0.3398305, 0.0, 0.16168274, 0.68155056, 3.4020516e-12, 0.008642584, 0.43728098, 0.0, 0.0, 0.1618166, 0.6820397, 0.2383314, 0.027844062, 1.0096287
224315.037019083, 15.268219, -0.3559983, -0.097177185, 11.85557, -0.3649703, -0.07661521, 16.212807, -1.9515003, 0.97628397,  0.964705, 0.0016960282, -0.26332742, 0.0, 0.0, 0.99997926, 0.0064406246, 0.0, 0.26333287, -0.0062133027, 0.96468496, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9786694, 0.0013371598, -0.20543678, 0.0, 0.0, 0.9999787, 0.006508724, 0.0, 0.20544115, -0.0063698897, 0.9786487, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.95992994, -0.017028663, -0.27972245, 0.0, 0.02586755, 0.99927497, 0.027937217, 0.0, 0.27904382, -0.03405352, 0.9596744, 0.0, -0.04569802, 0.091939025, -0.38440943, 1.0, 0.98217857, 0.031990677, -0.1852072, 0.0, -0.0032119611, 0.9881211, 0.1536436, 0.0, 0.18792225, -0.1503106, 0.97061425, 0.0, 0.0, 0.0, 0.0, 1.0, 3.5557203e-11, 0.010655001, 0.0, 0.33872354, 0.0, 0.16195953, 0.68760633, 3.1309354e-12, 0.010543518, 0.43622613, 0.0, 0.0, 0.1621001, 0.68813753, 0.23759155, 0.026661644, 1.0094151
224315.053712166, 14.398514, -0.5124017, -0.13154624, 10.947015, -0.52503484, -0.101551116, 16.641687, -2.0018992, 1.0550345,  0.9685922, 0.002295821, -0.24864419, 0.0, 0.0, 0.9999573, 0.009232964, 0.0, 0.2486548, -0.0089429775, 0.96855086, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98180467, 0.0017723258, -0.18988489, 0.0, 0.0, 0.99995637, 0.009333278, 0.0, 0.18989314, -0.009163458, 0.98176193, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.957768, -0.018401548, -0.2869532, 0.0, 0.027643993, 0.9992204, 0.028190685, 0.0, 0.28621075, -0.034932625, 0.9575297, 0.0, -0.048668224, 0.09166946, -0.38420463, 1.0, 0.980628, 0.032596707, -0.19314831, 0.0, -0.0025190087, 0.9880734, 0.15396354, 0.0, 0.19586349, -0.1504944, 0.96901447, 0.0, 0.0, 0.0, 0.0, 1.0, 3.272358e-11, 0.015279005, 0.0, 0.31275854, 0.0, 0.16244568, 0.69632894, 2.881425e-12, 0.015114782, 0.41136923, 0.0, 0.0, 0.1625895, 0.6968615, 0.22056848, 0.023889206, 1.0053921
224315.070405125, 13.691429, -0.31011584, -0.075548515, 10.215846, -0.31675956, -0.057084166, 17.5431, -2.0304873, 1.1195598,  0.9715854, 0.0013185507, -0.23668565, 0.0, 0.0, 0.9999845, 0.005570808, 0.0, 0.23668931, -0.0054125157, 0.9715703, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.98414713, 0.0009962913, -0.17735142, 0.0, 0.0, 0.99998426, 0.005617523, 0.0, 0.1773542, -0.005528469, 0.98413163, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9531, -0.019526491, -0.3020257, 0.0, 0.02930778, 0.99918133, 0.027887534, 0.0, 0.30123386, -0.03543127, 0.9528917, 0.0, -0.054830015, 0.091351174, -0.38371307, 1.0, 0.97736657, 0.033772558, -0.20884007, 0.0, -0.0012347035, 0.98806894, 0.15400726, 0.0, 0.2115496, -0.15026364, 0.9657471, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0115774e-11, 0.009196058, 0.0, 0.29187676, 0.0, 0.1647815, 0.7074966, 2.6517983e-12, 0.009119582, 0.39117777, 0.0, 0.0, 0.16492501, 0.7080646, 0.20736086, 0.027620804, 1.0039015
224315.087098083, 12.968889, -0.14275791, -0.032876592, 9.471631, -0.14484283, -0.02416463, 18.466583, -2.0590625, 1.1652064,  0.97449213, 0.00057380286, -0.22442052, 0.0, 0.0, 0.99999666, 0.0025568113, 0.0, 0.22442123, -0.002491593, 0.974489, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9863672, 0.00042175094, -0.16455816, 0.0, 0.0, 0.9999966, 0.0025629206, 0.0, 0.16455871, -0.0025279813, 0.986364, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.94808114, -0.020322157, -0.31737897, 0.0, 0.030666558, 0.9991477, 0.027631408, 0.0, 0.316547, -0.035929684, 0.94789624, 0.0, -0.06119607, 0.09095332, -0.38286453, 1.0, 0.9737757, 0.034744203, -0.224842, 0.0, 0.00021213976, 0.9881313, 0.15361223, 0.0, 0.22751062, -0.14963147, 0.9622108, 0.0, 0.0, 0.0, 0.0, 1.0, 2.7715788e-11, 0.0041955626, 0.0, 0.27061716, 0.0, 0.16672853, 0.7117142, 2.4404712e-12, 0.0041855616, 0.3705385, 0.0, 0.0, 0.1668643, 0.7122892, 0.194105, 0.030666683, 1.0029205
224315.103791125, 12.138689, -0.63284606, -0.13611448, 8.600995, -0.64582545, -0.09768123, 18.939383, -2.0631025, 1.2026198,  0.9776442, 0.0023754984, -0.21025252, 0.0, 0.0, 0.99993616, 0.011297589, 0.0, 0.21026593, -0.011045023, 0.97758186, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9887551, 0.0017047498, -0.14953327, 0.0, 0.0, 0.9999349, 0.011399728, 0.0, 0.14954299, -0.011271541, 0.98869085, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.94540906, -0.02097453, -0.32521078, 0.0, 0.03153374, 0.9991318, 0.027231723, 0.0, 0.32435724, -0.036000147, 0.9452494, 0.0, -0.064444214, 0.09046885, -0.38184935, 1.0, 0.97179407, 0.035119653, -0.23320173, 0.0, 0.0010679213, 0.9881841, 0.15326883, 0.0, 0.23582903, -0.1491947, 0.9602738, 0.0, 0.0, 0.0, 0.0, 1.0, 2.5507063e-11, 0.018662013, 0.0, 0.24572696, 0.0, 0.16742072, 0.7139979, 2.2459853e-12, 0.018494798, 0.34679818, 0.0, 0.0, 0.16755462, 0.71456695, 0.1780077, 0.021999711, 0.99725974
224315.120484166, 11.029788, -1.6946462, -0.33026847, 7.4264865, -1.7279748, -0.22520179, 19.878138, -2.1055884, 1.1665123,  0.98154414, 0.0057617193, -0.19114883, 0.0, 0.0, 0.99954605, 0.030128898, 0.0, 0.19123565, -0.029572843, 0.9810986, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9916191, 0.0039287144, -0.12913546, 0.0, 0.0, 0.99953747, 0.030409131, 0.0, 0.12919521, -0.030154279, 0.9911606, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9399687, -0.020344328, -0.3406536, 0.0, 0.031635176, 0.99911773, 0.027622726, 0.0, 0.33979118, -0.03674118, 0.93978316, 0.0, -0.071252026, 0.08989865, -0.3801069, 1.0, 0.9673909, 0.036014676, -0.25071478, 0.0, 0.0026530342, 0.98834455, 0.15221083, 0.0, 0.2532745, -0.14791252, 0.95601994, 0.0, 0.0, 0.0, 0.0, 1.0, 2.3474356e-11, 0.0497881, 0.0, 0.21208824, 0.0, 0.16676962, 0.71502626, 2.0669983e-12, 0.04932914, 0.31499723, 0.0, 0.0, 0.1668985, 0.7155817, 0.15623264, 0.0037166297, 0.9864739
224315.137177166, 10.444828, -2.3343585, -0.43019608, 6.8022165, -2.378013, -0.28357047, 20.871836, -2.1625643, 1.0277436,  0.9834576, 0.0075020357, -0.18098275, 0.0, 0.0, 0.99914193, 0.04141609, 0.0, 0.18113817, -0.04073097, 0.9826138, 0.0, -0.031020757, 0.03323153, 0.025369236, 1.0, 0.9929731, 0.0049449555, -0.11823702, 0.0, 0.0, 0.99912655, 0.041785866, 0.0, 0.11834038, -0.04149224, 0.9921058, 0.0, 0.03099884, 0.033206988, 0.025259923, 1.0, 0.9339882, -0.017923772, -0.35685375, 0.0, 0.030201482, 0.9991271, 0.028862683, 0.0, 0.35602492, -0.037734907, 0.93371415, 0.0, -0.07825383, 0.08936059, -0.37811548, 1.0, 0.9623622, 0.037406534, -0.26918364, 0.0, 0.0038152633, 0.98852515, 0.15100844, 0.0, 0.2717435, -0.14635183, 0.95117646, 0.0, 0.0, 0.0, 0.0, 1.0, 2.1603639e-11, 0.068424314, 0.0, 0.19418088, 0.0, 0.16450214, 0.7150918, 1.902275e-12, 0.067818455, 0.2981732, 0.0, 0.0, 0.16463602, 0.71562624, 0.14473641, -0.006988735, 0.97961164
