FromConvergenceNoFlashing,FromConvergenceFlashing,FromConvergenceNoTarget,FromDivergenceNoFlashing,FromDivergenceFlashing,FromDivergenceNoTarget,Time
0.167207011819743,0.146611717543656,0.0907984112611136,-0.472106794964159,-0.50900808331017,-0.523907312815493,-3.825
0.162227647045968,0.142684559931562,0.0861466617593231,-0.464575982550884,-0.50800841780307,-0.516403615825461,-3.82
0.158557310658243,0.138072277180431,0.0849212962016105,-0.46023316079949,-0.51116375564426,-0.511513095950215,-3.815
0.155370552119891,0.133655957313559,0.0811569122713939,-0.456100462627266,-0.508227200352583,-0.505505584976401,-3.81
0.152149302528845,0.130049545364431,0.0756033563055118,-0.45473576318801,-0.510427699985388,-0.503771601408999,-3.805
0.148442078911277,0.128595439233353,0.0725098504388771,-0.455471443283428,-0.512487976683971,-0.503264712738839,-3.8
0.144217335919233,0.124587712339397,0.0705388642724438,-0.459792704657268,-0.5046829469702,-0.503340855261412,-3.795
0.140461221249565,0.120906590224646,0.0658065602998562,-0.457580654835502,-0.501800668635128,-0.493349643628068,-3.79
0.137649997982956,0.117099940244185,0.0644944173462082,-0.454879390109257,-0.493325124374381,-0.49079690823658,-3.785
0.134898697765624,0.11453819320239,0.0597250491908878,-0.450582411072949,-0.500114350823248,-0.484361526520692,-3.78
0.13084600319398,0.111839895243634,0.0538753289738049,-0.451241249023528,-0.497451422142611,-0.474503440890883,-3.775
0.126929849027332,0.10766331188796,0.0611693161164426,-0.4489119651248,-0.499157801968054,-0.470689638029577,-3.77
0.124630531570801,0.104374603134705,0.0572924889382829,-0.443329680309832,-0.506792631921825,-0.462741583917107,-3.765
0.121520531449726,0.100362599653175,0.0546326445788057,-0.442068243907265,-0.50502654933105,-0.453145234812351,-3.76
0.117914479156673,0.0985833077717534,0.0488903177150364,-0.434424382547622,-0.505879960412731,-0.446101417024944,-3.755
0.114499328587814,0.0944917818171269,0.0448084784553204,-0.433215675098177,-0.506513922444968,-0.445649244277841,-3.75
0.111641414426738,0.0915516001642283,0.043689863962727,-0.431129268928206,-0.503532026002003,-0.441040080571773,-3.745
0.109473031631699,0.0889396804310817,0.0443399614631757,-0.424208902472869,-0.501642142123201,-0.431394757774827,-3.74
0.106484255053658,0.0849963485281679,0.0441573059117613,-0.420998312754452,-0.505808100405784,-0.428544604635894,-3.735
0.103068650753747,0.0806415495392218,0.0389705525594689,-0.417555219253539,-0.5042009912056,-0.423001578502246,-3.73
0.0988866666315598,0.0776717943827729,0.0342382749631108,-0.414831032124802,-0.502495893632129,-0.415455234978654,-3.725
0.0955476944044187,0.0744519531889958,0.0334298530992647,-0.412476146443111,-0.504654500036718,-0.416383158377021,-3.72
0.0913443572328246,0.0709407882224874,0.0316276758077047,-0.409539781747888,-0.500247383907548,-0.415703770533026,-3.715
0.0860335644306623,0.0688245783437354,0.0284429042208659,-0.41117371808722,-0.499286558269225,-0.418508216950748,-3.71
0.0830618361458963,0.0657174892807574,0.0231175471313199,-0.412071755128733,-0.498925998254453,-0.416113075777181,-3.705
0.0829287612882725,0.0632637170579551,0.0190626568130003,-0.413234988487915,-0.498981699983778,-0.426877128904913,-3.7
0.0790136183065823,0.0616916429125669,0.0158483502013572,-0.413632709481687,-0.497392986606638,-0.430614747619181,-3.695
0.0746039231749735,0.0597336487802147,0.0122249734966365,-0.416663690721837,-0.496083034381155,-0.442594768444442,-3.69
0.0697298817878103,0.05715112095272,0.00862342984086242,-0.416606196066946,-0.495631692391705,-0.452067333784864,-3.685
0.0629742711480488,0.0543210087580251,0.00646676432944434,-0.416118932000662,-0.489976446817159,-0.442692901409043,-3.68
0.0574231832512868,0.0500974911204167,0.00506115104346876,-0.416514811931659,-0.490810346029543,-0.435020074632194,-3.675
0.053937289156822,0.0471552027933861,0.00261230075613962,-0.415036601432621,-0.488954714201103,-0.429398365729939,-3.67
0.050677783955928,0.0443688950862572,0.00126244737754613,-0.418021414602378,-0.486493723441174,-0.425585885601436,-3.665
0.0478321865892525,0.0418910122563068,-0.000994831604122005,-0.41628062372722,-0.485004809592164,-0.424712191501428,-3.66
0.0462276139157333,0.0393146586109869,-0.00383852679523897,-0.414412761833799,-0.48312451569124,-0.428051513079416,-3.655
0.0435834508555832,0.0364887393479953,-0.00557271147535431,-0.410724076324501,-0.480527256088486,-0.429713706154834,-3.65
0.0424579923795791,0.034144928823108,-0.00666929506055682,-0.410515931231096,-0.481130761543653,-0.428496953062369,-3.645
0.0394063953951271,0.0319601679822422,-0.00755777730120201,-0.409645460022977,-0.476998755114641,-0.412485143176467,-3.64
0.036853130663534,0.0302592261700466,-0.00677456805807328,-0.40934077163332,-0.472821327070421,-0.396911122075473,-3.635
0.0344350903527231,0.0269546573448822,-0.00718315368080441,-0.412899282333745,-0.473088649032929,-0.386297084899178,-3.63
0.0328644372940985,0.024321006316556,-0.00833284031664574,-0.412515018996881,-0.472183990335711,-0.378731564008325,-3.625
0.0300674078069815,0.0210969183722859,-0.00780511558788172,-0.412629454126744,-0.47380594654119,-0.377503357913595,-3.62
0.027082812783339,0.0183310654537858,-0.00708824189876179,-0.41418296970163,-0.471525924980793,-0.373385346379281,-3.615
0.0244357174967567,0.0175777759724315,-0.00918755985030555,-0.411598257389168,-0.46519671674287,-0.367019537320209,-3.61
0.0228091558533504,0.0144419290094826,-0.00893884508045307,-0.411129077418139,-0.46614134541912,-0.360513971490913,-3.605
0.0223862019066793,0.0117345826595637,-0.00958186196788869,-0.410593832332632,-0.462050694208629,-0.354306583060808,-3.6
0.0202331418398028,0.0106699044084293,-0.0110783562999981,-0.4094306816393,-0.4623232804251,-0.358011519410476,-3.595
0.0191044557472697,0.00893308968613904,-0.0135637098117804,-0.409864246428804,-0.455127966151433,-0.356912203353513,-3.59
